2024-08-19 16:20:42,187 INFO    StreamThr :33049 [internal.py:wandb_internal():85] W&B internal server running at pid: 33049, started at: 2024-08-19 16:20:42.186525
2024-08-19 16:20:42,188 DEBUG   HandlerThread:33049 [handler.py:handle_request():158] handle_request: status
2024-08-19 16:20:42,190 INFO    WriterThread:33049 [datastore.py:open_for_write():87] open: /home/marshall/Documents/courses/semester 9/NLP/git_project/HumanChoicePrediction/wandb/run-20240819_162042-1uxx3co5/run-1uxx3co5.wandb
2024-08-19 16:20:42,191 DEBUG   SenderThread:33049 [sender.py:send():391] send: header
2024-08-19 16:20:42,202 DEBUG   SenderThread:33049 [sender.py:send():391] send: run
2024-08-19 16:20:42,768 INFO    SenderThread:33049 [dir_watcher.py:__init__():211] watching files in: /home/marshall/Documents/courses/semester 9/NLP/git_project/HumanChoicePrediction/wandb/run-20240819_162042-1uxx3co5/files
2024-08-19 16:20:42,768 INFO    SenderThread:33049 [sender.py:_start_run_threads():1200] run started: 1uxx3co5 with start time 1724073642.186825
2024-08-19 16:20:42,786 DEBUG   HandlerThread:33049 [handler.py:handle_request():158] handle_request: check_version
2024-08-19 16:20:42,787 DEBUG   SenderThread:33049 [sender.py:send_request():418] send_request: check_version
2024-08-19 16:20:47,788 DEBUG   HandlerThread:33049 [handler.py:handle_request():158] handle_request: keepalive
2024-08-19 16:20:47,791 DEBUG   HandlerThread:33049 [handler.py:handle_request():158] handle_request: status_report
2024-08-19 16:20:47,846 DEBUG   HandlerThread:33049 [handler.py:handle_request():158] handle_request: run_start
2024-08-19 16:20:47,849 DEBUG   HandlerThread:33049 [system_info.py:__init__():26] System info init
2024-08-19 16:20:47,849 DEBUG   HandlerThread:33049 [system_info.py:__init__():41] System info init done
2024-08-19 16:20:47,849 INFO    HandlerThread:33049 [system_monitor.py:start():194] Starting system monitor
2024-08-19 16:20:47,850 INFO    SystemMonitor:33049 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-19 16:20:47,851 INFO    HandlerThread:33049 [system_monitor.py:probe():214] Collecting system info
2024-08-19 16:20:47,852 INFO    SystemMonitor:33049 [interfaces.py:start():188] Started cpu monitoring
2024-08-19 16:20:47,855 INFO    SystemMonitor:33049 [interfaces.py:start():188] Started disk monitoring
2024-08-19 16:20:47,856 INFO    SystemMonitor:33049 [interfaces.py:start():188] Started memory monitoring
2024-08-19 16:20:47,862 INFO    SystemMonitor:33049 [interfaces.py:start():188] Started network monitoring
2024-08-19 16:20:47,884 DEBUG   HandlerThread:33049 [system_info.py:probe():152] Probing system
2024-08-19 16:20:47,887 DEBUG   HandlerThread:33049 [system_info.py:_probe_git():137] Probing git
2024-08-19 16:20:47,895 DEBUG   HandlerThread:33049 [system_info.py:_probe_git():145] Probing git done
2024-08-19 16:20:47,895 DEBUG   HandlerThread:33049 [system_info.py:probe():200] Probing system done
